 Transaction_date, Quantity,Subtotal, Taxes, DiscountPrice,TotalAmount, Payment_Method, Products_ProductID, CustomerCart_CustomerID, Cashier_CashierID
2015-03-11,7,870.52,38.09,261.16,908.61,COD,FUR-FU-10000308,140,3
2015-03-11,2,2239.97,133,112,2372.97,COD,TEC-CO-10003763,140,3
2014-10-08,1,143.43,6.28,43.03,149.71,COD,FUR-TA-10001866,154,3
2014-10-08,3,122.35,6.88,12.24,129.23,COD,FUR-CH-10002774,154,3
2014-07-01,5,489.92,24.5,97.98,514.42,netbanking,OFF-ST-10004337,216,1
2014-07-01,1,85.98,4.3,17.2,90.28,netbanking,FUR-TA-10001039,216,1
2014-07-01,4,358.34,17.92,71.67,376.25,netbanking,TEC-AC-10000109,216,1
2017-11-02,2,195.14,9.76,39.03,204.89,COD,FUR-CH-10003833,601,3
2017-11-02,8,1228.54,53.75,368.56,1282.29,COD,FUR-CH-10004289,601,3
2017-11-02,2,135.99,6.8,27.2,142.79,COD,FUR-BO-10004467,601,3
2016-09-05,7,96.32,5.42,9.63,101.74,COD,OFF-PA-10002713,525,1
2015-03-09,2,38.27,2.15,3.83,40.42,COD,TEC-PH-10001552,228,3
2015-03-09,7,60.69,3.79,0,64.48,COD,OFF-AP-10002222,228,3
2016-05-08,3,35.88,2.02,3.59,37.9,EMI,OFF-PA-10003971,602,2
2017-11-23,2,28.03,1.58,2.8,29.61,EMI,OFF-AP-10004036,395,3
2017-06-05,5,34.96,2.19,0,37.15,Debitcard,OFF-AP-10002287,122,1
2017-06-13,5,16.4,1.03,0,17.43,Debitcard,OFF-AR-10002375,573,1
2017-01-11,2,1785.96,94.88,267.89,1880.84,COD,FUR-TA-10001950,603,3
2015-04-25,3,460.75,20.16,138.23,480.91,EMI,TEC-PH-10001557,379,1
2015-04-25,6,476.3,23.82,95.26,500.12,EMI,FUR-FU-10002937,379,1
2015-04-25,2,10.37,0.65,0,11.02,EMI,OFF-PA-10001166,379,1
2015-11-06,1,2.97,0.19,0,3.16,netbanking,TEC-PH-10000347,426,1
2017-12-27,3,218.34,10.92,43.67,229.26,Debitcard,FUR-FU-10003708,525,1
2015-11-05,4,13.52,0.85,0,14.37,netbanking,OFF-PA-10002659,105,2
2015-11-05,5,207.76,11.69,20.78,219.45,netbanking,FUR-FU-10000965,105,2
2015-11-05,1,34.36,1.93,3.44,36.29,netbanking,TEC-PH-10001527,105,2
2015-11-05,7,1399.93,61.25,419.98,1461.18,netbanking,TEC-AC-10001838,105,2
2015-11-05,4,403.17,17.64,120.95,420.81,netbanking,TEC-PH-10002597,105,2
2014-11-18,3,5.09,0.32,0,5.41,Cash,OFF-BI-10000756,146,2
2014-11-18,4,6.91,0.43,0,7.34,Cash,OFF-BI-10000546,146,2
2016-01-21,4,1011.2,53.72,151.68,1064.92,Cash,TEC-AC-10001142,394,2
2017-09-22,4,579.14,25.34,173.74,604.47,EMI,FUR-CH-10000785,247,2
2017-09-22,3,85.06,4.78,8.51,89.84,EMI,OFF-PA-10000474,247,2
2016-12-24,2,282.74,12.37,84.82,295.11,Debitcard,FUR-BO-10003441,131,2
2015-08-08,3,34.02,1.91,3.4,35.93,netbanking,OFF-PA-10004156,100,3
2017-11-09,5,390.75,19.54,78.15,410.29,COD,TEC-AC-10001432,604,3
2017-06-12,1,280.79,14.92,42.12,295.71,EMI,FUR-CH-10001394,605,1
2017-06-12,4,85.56,4.81,8.56,90.37,EMI,OFF-ST-10002370,605,1
2017-06-12,5,176.08,9.9,17.61,185.98,EMI,OFF-AR-10002956,605,1
2017-06-12,1,15.87,0.89,1.59,16.76,EMI,OFF-AR-10001955,605,1
2017-06-12,3,431.18,18.86,129.36,450.05,EMI,OFF-ST-10001809,605,1
2017-07-25,2,14.62,0.91,0,15.53,netbanking,OFF-LA-10004093,606,2
2017-07-25,2,416.32,22.12,62.45,438.44,netbanking,OFF-AP-10002118,606,2
2017-07-25,5,8.6,0.54,0,9.14,netbanking,OFF-BI-10000404,606,2
2017-07-25,3,292.7,14.64,58.54,307.34,netbanking,FUR-CH-10003833,606,2
2017-07-25,7,73,4.11,7.3,77.1,netbanking,OFF-BI-10002072,606,2
2017-07-25,3,623.95,33.15,93.59,657.1,netbanking,TEC-AC-10003095,606,2
2015-12-26,4,77.73,4.37,7.77,82.1,Debitcard,OFF-AP-10001563,215,2
2017-03-24,7,531.86,26.59,106.37,558.45,Debitcard,TEC-AC-10000358,305,1
2016-01-03,3,18.95,1.18,0,20.13,Debitcard,OFF-BI-10004492,347,2
2016-01-03,4,48.51,2.73,4.85,51.24,Debitcard,OFF-BI-10001072,347,2
2016-01-03,5,30.52,1.91,0,32.43,Debitcard,OFF-BI-10003707,347,2
2016-01-03,12,72.96,4.56,0,77.52,Debitcard,OFF-BI-10000977,347,2
2015-09-19,3,59.9,3.37,5.99,63.27,Cash,OFF-BI-10002082,607,3
2015-09-19,1,46.38,2.61,4.64,48.99,Cash,FUR-BO-10004709,607,3
2015-09-19,2,25.92,1.46,2.59,27.38,Cash,OFF-PA-10002365,607,3
2017-09-26,3,43.06,2.42,4.31,45.48,netbanking,OFF-EN-10004147,608,1
2015-12-29,4,1094.27,58.13,164.14,1152.41,COD,FUR-FU-10001468,252,3
2016-09-26,2,83.92,4.72,8.39,88.64,Credit card,OFF-ST-10000642,157,3
2016-09-26,5,33.36,2.09,0,35.45,Credit card,OFF-PA-10000380,157,3
2017-03-25,5,277.4,13.87,55.48,291.27,Cash,OFF-PA-10004071,356,2
2017-03-25,1,4.62,0.29,0,4.91,Cash,OFF-PA-10004971,356,2
2014-10-04,6,34.61,2.16,0,36.77,Credit card,OFF-AP-10000696,609,2
2017-12-10,3,8.69,0.54,0,9.23,EMI,OFF-EN-10004030,418,2
2017-12-10,7,512.15,25.61,102.43,537.76,EMI,OFF-AP-10000026,418,2
2014-08-23,4,62.21,3.5,6.22,65.71,Cash,OFF-PA-10003936,303,2
2014-08-23,4,91.84,5.17,9.18,97.01,Cash,OFF-PA-10004530,303,2
2014-08-24,2,13.4,0.84,0,14.24,COD,OFF-AR-10004930,601,3
2016-11-15,7,83.72,4.71,8.37,88.43,EMI,OFF-AR-10004999,291,2
2015-01-03,5,151.68,8.53,15.17,160.21,netbanking,FUR-FU-10002501,40,3
2015-01-03,3,227.94,11.4,45.59,239.34,netbanking,TEC-AC-10000358,40,3
2014-07-30,3,247.1,12.36,49.42,259.46,EMI,OFF-ST-10004804,489,3
2016-02-28,9,392.26,22.06,39.23,414.32,Credit card,OFF-AP-10001205,392,3
2016-03-18,5,55.84,3.14,5.58,58.98,Debitcard,OFF-PA-10000659,300,1
2016-03-18,2,2.54,0.16,0,2.7,Debitcard,OFF-BI-10004141,300,1
2016-03-18,5,2230.34,118.49,334.55,2348.83,Debitcard,FUR-TA-10004619,300,1
2017-12-03,6,22.56,1.41,0,23.97,EMI,OFF-BI-10004187,88,2
2017-12-03,2,17.36,1.09,0,18.45,EMI,OFF-BI-10000632,88,2
2017-12-03,2,21.72,1.22,2.17,22.94,EMI,OFF-PA-10003724,88,2
2017-12-03,3,79.47,4.47,7.95,83.94,EMI,OFF-AP-10002765,88,2
2017-12-03,6,8.06,0.5,0,8.57,EMI,OFF-AR-10001868,88,2
2015-09-02,7,3653.72,194.1,548.06,3847.82,EMI,FUR-BO-10002545,610,1
2015-09-02,5,257.33,12.87,51.47,270.19,EMI,OFF-BI-10002735,610,1
2015-09-02,1,36.51,2.05,3.65,38.56,EMI,TEC-AC-10004864,610,1
2015-09-02,3,179.98,9,36,188.98,EMI,TEC-MA-10000597,610,1
2014-03-21,7,2106.33,111.9,315.95,2218.23,netbanking,FUR-TA-10003473,292,2
2014-03-21,4,3571.92,189.76,535.79,3761.68,netbanking,FUR-TA-10001950,292,2
2014-03-21,3,818.54,43.49,122.78,862.03,netbanking,FUR-TA-10004175,292,2
2014-03-21,7,244.02,13.73,24.4,257.75,netbanking,OFF-PA-10002960,292,2
2014-03-21,4,620.16,27.13,186.05,647.29,netbanking,OFF-PA-10000919,292,2
2017-04-20,5,36.56,2.29,0,38.85,EMI,OFF-BI-10001553,168,1
2016-03-18,2,19.31,1.21,0,20.52,netbanking,FUR-FU-10004864,145,2
2016-03-18,2,320.64,14.03,96.19,334.67,netbanking,OFF-AP-10004540,145,2
2016-03-18,4,18.4,1.15,0,19.55,netbanking,OFF-BI-10004965,145,2
2014-11-26,1,120.71,5.28,36.21,125.99,netbanking,FUR-CH-10001714,553,3
2017-02-13,4,55.49,3.12,5.55,58.61,Credit card,OFF-PA-10002464,439,2
2016-09-27,6,1598.11,84.9,239.72,1683.01,netbanking,FUR-FU-10002298,127,1
2016-09-27,2,9.82,0.61,0,10.44,netbanking,OFF-AR-10000315,127,1
2017-07-09,4,403.2,17.64,120.96,420.84,Debitcard,TEC-AC-10004353,173,1
2016-07-11,8,180.86,10.17,18.09,191.04,Debitcard,FUR-FU-10004973,293,2
2016-07-11,1,2.63,0.16,0,2.8,Debitcard,OFF-FA-10000936,293,2
2016-07-11,9,59.22,3.7,0,62.92,Debitcard,OFF-PA-10001609,293,2
2016-07-11,2,289.57,12.67,86.87,302.24,Debitcard,FUR-CH-10000785,293,2
2017-01-30,3,17.01,1.06,0,18.07,Debitcard,OFF-FA-10000053,237,1
2014-08-21,4,230.33,11.52,46.07,241.84,EMI,OFF-BI-10001718,475,2
2014-08-21,2,18.37,1.15,0,19.52,EMI,OFF-SU-10004768,475,2
2015-12-11,5,98.25,5.53,9.83,103.78,COD,OFF-PA-10003883,455,2
2016-05-10,2,14.43,0.9,0,15.33,Debitcard,OFF-FA-10004248,535,3
2016-05-10,2,99.14,5.58,9.91,104.71,Debitcard,OFF-PA-10002581,535,3
2016-05-10,7,136.78,7.69,13.68,144.47,Debitcard,FUR-FU-10004848,535,3
2017-03-26,4,105.62,5.94,10.56,111.57,Cash,OFF-AP-10002403,611,1
2017-03-26,9,16.02,1,0,17.02,Cash,OFF-AR-10003087,611,1
2017-03-26,4,62.5,3.52,6.25,66.01,Cash,OFF-BI-10002026,611,1
2017-03-26,4,475.13,20.79,142.54,495.91,Cash,TEC-PH-10000141,611,1
2017-03-26,2,599.98,31.87,90,631.85,Cash,TEC-CO-10000971,611,1
2015-12-15,2,15.72,0.98,0,16.7,netbanking,OFF-FA-10001229,590,2
2015-12-15,2,48.9,2.75,4.89,51.65,netbanking,OFF-BI-10002437,590,2
2015-12-10,1,6.48,0.41,0,6.89,netbanking,OFF-PA-10004255,612,1
2015-12-10,7,83.72,4.71,8.37,88.43,netbanking,OFF-PA-10001184,612,1
2015-12-10,9,3239.82,172.12,485.97,3411.94,netbanking,TEC-AC-10002637,612,1
2015-12-10,4,91.14,5.13,9.11,96.26,netbanking,FUR-FU-10002878,612,1
2016-03-23,2,79.36,4.46,7.94,83.82,Cash,OFF-AR-10000588,395,3
2015-11-19,2,60.16,3.38,6.02,63.54,COD,TEC-AC-10002217,602,2
2015-11-19,2,95.84,5.39,9.58,101.23,COD,TEC-AC-10001267,602,2
2015-11-19,5,88.8,5,8.88,93.8,COD,OFF-PA-10004041,602,2
2017-08-16,2,9.22,0.58,0,9.79,EMI,OFF-LA-10001613,414,1
2017-08-16,6,33.36,2.09,0,35.45,EMI,OFF-AR-10000246,414,1
2017-09-15,7,1006.1,44.02,301.83,1050.11,Cash,OFF-ST-10001809,116,1
2017-09-15,5,112.9,6.35,11.29,119.25,Cash,OFF-ST-10002214,116,1
2017-04-04,6,150.72,8.48,15.07,159.2,Debitcard,OFF-ST-10000649,549,1
2017-04-04,5,56.8,3.2,5.68,60,Debitcard,OFF-EN-10001990,549,1
2016-10-03,7,2110.29,112.11,316.54,2222.4,netbanking,FUR-BO-10000780,448,3
2017-10-11,9,2678.18,142.28,401.73,2820.46,Cash,TEC-AC-10002049,208,1
2017-10-11,7,257.49,14.48,25.75,271.97,Cash,TEC-PH-10003555,208,1
2017-10-11,10,79.92,5,0,84.92,Cash,TEC-PH-10000702,208,1
2017-01-25,5,72.6,4.08,7.26,76.68,Credit card,OFF-AR-10003631,613,3
2017-01-25,3,809.95,43.03,121.49,852.97,Credit card,TEC-PH-10003072,613,3
2017-03-25,8,254.21,14.3,25.42,268.51,netbanking,FUR-FU-10000758,337,1
2014-08-06,2,11.36,0.71,0,12.07,Cash,OFF-FA-10000992,358,3
2015-06-09,5,18.8,1.18,0,19.98,netbanking,OFF-BI-10004187,614,1
2014-11-16,2,19.14,1.2,0,20.33,Credit card,OFF-PA-10001947,351,2
2014-11-16,3,786.33,41.77,117.95,828.1,Credit card,FUR-TA-10002356,351,2
2017-01-02,5,603.56,26.41,181.07,629.97,Cash,FUR-CH-10001714,181,1
2015-07-11,2,410.67,21.82,61.6,432.48,Debitcard,FUR-BO-10002824,453,2
2017-10-18,5,1190,63.22,178.5,1253.22,COD,TEC-AC-10002842,615,2
2017-10-18,3,59.9,3.37,5.99,63.27,COD,OFF-BI-10002082,615,2
2016-05-28,10,23964,1422.86,1198.2,25386.86,Cash,TEC-MA-10000112,19,1
2017-11-14,2,50.85,2.86,5.08,53.71,netbanking,OFF-ST-10002289,566,2
2017-11-14,1,99.99,5,20,104.99,netbanking,TEC-AC-10004171,566,2
2016-04-23,3,230.38,11.52,46.08,241.89,netbanking,OFF-ST-10003656,616,3
2016-04-23,2,9.66,0.6,0,10.27,netbanking,OFF-PA-10001560,616,3
2017-12-30,7,158.93,8.94,15.89,167.87,Debitcard,TEC-AC-10002473,604,3
2017-12-30,1,8.68,0.54,0,9.22,Debitcard,OFF-BI-10000632,604,3
2017-12-30,2,273.06,11.95,81.92,285.01,Debitcard,FUR-TA-10002645,604,3
2017-12-30,13,147.42,8.29,14.74,155.71,Debitcard,OFF-FA-10002975,604,3
2016-06-17,4,5.38,0.34,0,5.71,EMI,OFF-BI-10003784,90,2
2016-06-17,4,8.27,0.52,0,8.79,EMI,OFF-BI-10001617,90,2
2016-06-17,7,50.18,3.14,0,53.31,EMI,FUR-FU-10004415,90,2
2017-05-20,8,58.48,3.66,0,62.14,netbanking,OFF-LA-10000240,177,1
2018-01-02,2,5.92,0.37,0,6.29,EMI,FUR-FU-10001935,448,3
2014-04-01,7,1304.13,57.06,391.24,1361.18,EMI,FUR-CH-10002439,617,1
2017-06-01,4,67.96,3.82,6.8,71.78,COD,TEC-PH-10001536,102,2
2015-11-17,2,33.96,1.91,3.4,35.87,Credit card,OFF-EN-10001532,602,2
2015-11-17,3,2478.33,131.66,371.75,2609.99,Credit card,OFF-AP-10003057,602,2
2017-07-10,9,655.02,32.75,131,687.77,EMI,FUR-FU-10003708,245,1
2014-11-20,2,291.96,12.77,87.59,304.73,netbanking,FUR-TA-10000849,618,1
2014-11-20,4,71.62,4.03,7.16,75.64,netbanking,OFF-PA-10002259,618,1
2017-07-22,2,15.81,0.99,0,16.8,Debitcard,FUR-FU-10002597,518,1
2016-05-27,5,414,20.7,82.8,434.7,Credit card,TEC-PH-10004614,579,3
2016-05-27,2,199.18,9.96,39.84,209.14,Credit card,FUR-TA-10003748,579,3
2016-05-27,4,265.14,13.26,53.03,278.39,Credit card,OFF-AP-10003217,579,3
2016-05-27,5,76.08,4.28,7.61,80.36,Credit card,TEC-AC-10002399,579,3
2016-05-27,6,53.76,3.36,0,57.12,Credit card,OFF-EN-10002973,579,3
2016-05-27,2,206.38,9.03,61.92,215.41,Credit card,TEC-PH-10001336,579,3
2015-10-01,2,27.97,1.57,2.8,29.54,Credit card,OFF-EN-10000461,563,3
2016-11-06,5,563.24,24.64,168.97,587.88,Debitcard,FUR-CH-10000988,218,2
2015-09-17,3,431.18,18.86,129.36,450.05,Cash,OFF-ST-10001809,201,3
2016-11-10,5,145.6,8.19,14.56,153.79,EMI,OFF-BI-10003963,38,1
2017-03-22,5,15,0.94,0,15.94,COD,OFF-LA-10000081,592,1
2017-03-22,6,191.52,10.77,19.15,202.29,COD,TEC-PH-10000149,592,1
2017-03-22,3,9.14,0.57,0,9.72,COD,OFF-BI-10000605,592,1
2017-03-22,3,45.65,2.57,4.56,48.22,COD,TEC-AC-10002399,592,1
2017-03-22,8,57.28,3.58,0,60.86,COD,TEC-AC-10003038,592,1
2017-03-22,8,85.95,4.83,8.6,90.79,COD,OFF-ST-10000344,592,1
2017-03-22,1,7.31,0.46,0,7.77,COD,OFF-LA-10004093,592,1
2017-03-22,6,47.28,2.96,0,50.24,COD,OFF-AR-10001683,592,1
2017-03-22,3,74.45,4.19,7.44,78.64,COD,OFF-ST-10003455,592,1
2017-08-21,2,39.14,2.2,3.91,41.34,Cash,OFF-AP-10002578,507,1
2015-07-13,3,59.94,3.37,5.99,63.31,Credit card,OFF-PA-10001763,619,2
2015-07-13,3,49.18,2.77,4.92,51.94,Credit card,OFF-BI-10001597,619,2
2017-12-09,5,83.92,4.72,8.39,88.64,netbanking,OFF-BI-10001524,428,2
2017-12-09,2,14.62,0.91,0,15.54,netbanking,OFF-BI-10001553,428,2
2017-12-09,1,136.99,5.99,41.1,142.98,netbanking,TEC-PH-10000576,428,2
2017-12-09,1,2.52,0.16,0,2.68,netbanking,OFF-LA-10001317,428,2
2017-05-08,1,9.11,0.57,0,9.68,netbanking,OFF-PA-10000726,178,3
2017-05-08,4,457.15,20,137.15,477.15,netbanking,OFF-ST-10003306,178,3
2017-05-08,5,32.4,2.03,0,34.43,netbanking,OFF-PA-10004983,178,3
2017-05-08,1,16.91,0.95,1.69,17.86,netbanking,OFF-ST-10001291,178,3
2016-01-28,8,42.82,2.68,0,45.49,Credit card,FUR-FU-10002107,620,2
2016-01-28,4,1438,76.39,215.7,1514.39,Credit card,FUR-BO-10002213,620,2
2016-01-28,4,129.73,7.3,12.97,137.03,Credit card,OFF-AP-10000692,620,2
2016-11-06,2,435.17,23.12,65.28,458.29,EMI,FUR-CH-10001190,419,2
2016-11-06,5,82.95,4.67,8.3,87.62,EMI,TEC-AC-10000682,419,2
2016-11-06,7,175.42,9.87,17.54,185.29,EMI,OFF-LA-10004545,419,2
2016-11-06,4,3304.44,175.55,495.67,3479.99,EMI,OFF-AP-10003057,419,2
2017-09-08,3,991.76,52.69,148.76,1044.45,Debitcard,FUR-TA-10000198,621,3
2014-09-19,3,10.92,0.68,0,11.6,EMI,OFF-AR-10002833,420,2
2017-06-25,1,11.18,0.63,1.12,11.81,netbanking,OFF-SU-10002557,384,2
2017-06-25,2,153.58,7.68,30.72,161.26,netbanking,OFF-ST-10003656,384,2
2017-12-31,6,3010.86,159.95,451.63,3170.81,Credit card,OFF-ST-10001097,118,1
2017-09-03,4,105.5,5.93,10.55,111.44,COD,TEC-PH-10000912,608,1
2017-09-03,5,1820.4,96.71,273.06,1917.11,COD,FUR-TA-10000617,608,1
2017-09-03,5,24.92,1.56,0,26.48,COD,OFF-BI-10001658,608,1
2017-09-03,2,8.9,0.56,0,9.45,COD,OFF-AR-10003856,608,1
2015-01-04,2,85.52,4.81,8.55,90.33,EMI,OFF-ST-10001837,119,3
2015-01-04,3,15.74,0.98,0,16.73,EMI,OFF-AR-10001473,119,3
2015-01-04,3,32.06,1.8,3.21,33.87,EMI,OFF-PA-10004285,119,3
2015-10-13,4,2527.84,134.29,379.18,2662.13,EMI,TEC-PH-10001835,622,2
2015-10-13,4,38.27,2.39,0,40.66,EMI,OFF-PA-10002245,622,2
2014-12-15,6,541.44,27.07,108.29,568.51,EMI,OFF-PA-10001457,45,3
2014-11-23,7,5458.57,289.99,818.79,5748.56,EMI,TEC-PH-10002885,623,1
2016-09-14,5,257.94,12.9,51.59,270.84,netbanking,FUR-TA-10004086,410,2
2016-09-14,5,1799.9,95.62,269.99,1895.52,netbanking,TEC-PH-10000895,410,2
2014-06-22,8,453.49,22.67,90.7,476.16,EMI,FUR-CH-10000225,624,3
2015-10-01,3,64.17,3.61,6.42,67.78,Cash,OFF-ST-10002370,355,3
2015-10-01,2,199.14,9.96,39.83,209.09,Cash,OFF-EN-10000056,355,3
2016-05-24,1,9.58,0.6,0,10.18,Debitcard,OFF-BI-10004817,388,3
2017-06-23,3,37.61,2.12,3.76,39.72,EMI,OFF-EN-10004483,420,2
2017-06-20,2,15.28,0.96,0,16.24,COD,OFF-PA-10001892,625,3
2017-06-20,4,6.91,0.43,0,7.34,COD,OFF-BI-10000546,625,3
2017-06-20,4,37.44,2.34,0,39.78,COD,OFF-BI-10001294,625,3
2016-11-19,2,11.81,0.74,0,12.55,netbanking,OFF-LA-10000248,626,2
2014-07-27,4,62.32,3.51,6.23,65.83,Cash,OFF-ST-10001228,108,2
2014-07-27,5,19650.36,1166.74,982.52,20817.1,Cash,OFF-SU-10000151,108,2
2014-07-27,8,93.5,5.26,9.35,98.76,Cash,FUR-FU-10004351,108,2
2015-07-02,4,131.14,7.38,13.11,138.51,Cash,OFF-AP-10001293,580,3
2017-03-08,3,590.33,25.83,177.1,616.15,Credit card,TEC-PH-10000675,200,1
2017-03-08,6,383.95,19.2,76.79,403.15,Credit card,TEC-AC-10000580,200,1
2016-11-23,4,2683.01,142.53,402.45,2825.54,COD,OFF-ST-10003470,586,1
2015-04-19,6,85.2,4.79,8.52,89.99,Debitcard,TEC-AC-10003116,609,2
2017-12-06,5,91.32,5.14,9.13,96.46,Debitcard,OFF-BI-10002429,627,3
2016-11-17,4,119.96,6.75,12,126.71,Cash,TEC-AC-10003280,180,2
2016-11-17,2,95.98,5.4,9.6,101.38,Cash,FUR-CH-10004540,180,2
2014-09-10,2,264.32,11.56,79.3,275.88,Debitcard,OFF-ST-10000585,414,1
2014-11-22,9,1511.64,66.13,453.49,1577.77,EMI,OFF-EN-10003001,288,2
2017-05-07,3,129.93,7.31,12.99,137.24,Debitcard,FUR-FU-10003975,62,1
2016-10-21,7,20.16,1.26,0,21.42,Debitcard,OFF-LA-10004559,523,2
2016-10-21,6,58.92,3.68,0,62.6,Debitcard,OFF-LA-10003223,523,2
2016-10-21,3,1389.74,73.83,208.46,1463.57,Debitcard,OFF-AP-10002651,523,2
2016-10-21,2,25.92,1.46,2.59,27.38,Debitcard,OFF-PA-10003177,523,2
2016-10-21,1,5.5,0.34,0,5.84,Debitcard,TEC-PH-10003442,523,2
2016-10-21,4,24.32,1.52,0,25.84,Debitcard,OFF-BI-10000977,523,2
2015-04-10,9,42.05,2.63,0,44.68,EMI,OFF-AR-10004078,628,1
2015-04-10,2,50.98,2.87,5.1,53.84,EMI,TEC-AC-10002550,628,1
2015-04-10,3,13.8,0.86,0,14.66,EMI,OFF-BI-10004965,628,1
2015-04-10,6,14.47,0.9,0,15.38,EMI,OFF-BI-10004209,628,1
2015-04-10,2,7.97,0.5,0,8.47,EMI,OFF-PA-10001526,628,1
2014-10-29,2,20.74,1.17,2.07,21.9,netbanking,OFF-PA-10000788,627,3
2014-08-21,5,274.08,13.7,54.82,287.78,COD,OFF-PA-10000595,138,2
2014-08-21,4,43.1,2.42,4.31,45.53,COD,OFF-BI-10000829,138,2
2014-08-21,7,12.67,0.79,0,13.46,COD,OFF-FA-10002676,138,2
2014-08-21,4,339.96,17,67.99,356.96,COD,TEC-AC-10000844,138,2
2017-08-18,6,2252.04,119.64,337.81,2371.68,Cash,OFF-ST-10004459,394,2
2015-09-08,4,74.11,4.17,7.41,78.28,Credit card,TEC-AC-10003499,629,3
2015-01-29,2,363.97,15.92,109.19,379.9,Debitcard,FUR-CH-10000513,278,3
2015-01-29,4,1439.92,76.5,215.99,1516.42,Debitcard,TEC-PH-10000895,278,3
2015-01-29,1,155.37,6.8,46.61,162.17,Debitcard,TEC-PH-10002555,278,3
2015-07-16,6,2697.41,143.3,404.61,2840.71,EMI,FUR-CH-10003312,614,1
2015-07-16,3,1225.27,65.09,183.79,1290.36,EMI,FUR-CH-10004086,614,1
2016-05-04,7,167.83,9.44,16.78,177.27,COD,FUR-FU-10002759,630,2
2014-10-01,3,71.98,4.05,7.2,76.02,netbanking,OFF-AP-10002191,631,3
2016-09-14,3,208.73,10.44,41.75,219.16,Debitcard,FUR-BO-10003450,400,2
2016-09-14,4,23.62,1.48,0,25.09,Debitcard,OFF-LA-10000248,400,2
2017-04-20,4,329.47,16.47,65.89,345.95,netbanking,OFF-ST-10004804,33,3
2017-04-20,1,102.83,4.5,30.85,107.33,netbanking,FUR-BO-10001337,33,3
2015-08-22,1,2.3,0.14,0,2.45,Credit card,OFF-AR-10002255,623,1
2015-08-22,5,2349.95,124.84,352.49,2474.79,Credit card,TEC-PH-10002624,623,1
2015-08-22,8,391.28,22.01,39.13,413.29,Credit card,OFF-PA-10001878,623,1
2015-08-22,2,6.3,0.39,0,6.69,Credit card,OFF-LA-10000452,623,1
2017-11-23,6,1643.76,87.32,246.56,1731.08,COD,FUR-FU-10004665,456,1
2017-11-23,2,13.18,0.82,0,14,COD,OFF-BI-10000088,456,1
2016-09-18,4,25.92,1.62,0,27.54,Cash,OFF-PA-10000029,44,3
2016-08-20,7,1411.09,74.96,211.66,1486.05,Credit card,TEC-PH-10000369,548,1
2015-09-30,2,100,5.63,10,105.63,Credit card,TEC-AC-10001590,59,3
2016-10-14,8,51.71,3.23,0,54.94,netbanking,FUR-FU-10004909,309,2
2015-03-30,2,13.98,0.87,0,14.86,Credit card,OFF-AP-10002287,131,2
2015-06-04,7,2110.29,112.11,316.54,2222.4,EMI,FUR-BO-10004357,613,3
2015-06-04,5,15.75,0.98,0,16.73,EMI,OFF-LA-10003766,613,3
2015-06-04,2,516.96,27.46,77.54,544.42,EMI,OFF-ST-10000046,613,3
2015-12-31,4,18.43,1.15,0,19.58,Cash,OFF-LA-10003190,94,1
2015-12-31,2,12.96,0.81,0,13.77,Cash,OFF-PA-10002787,94,1
2015-03-22,1,15.02,0.84,1.5,15.86,Debitcard,TEC-AC-10000387,404,3
2015-03-22,2,33.82,1.9,3.38,35.72,Debitcard,OFF-ST-10001291,404,3
2017-12-24,4,56.8,3.2,5.68,60,Debitcard,TEC-AC-10003116,632,1
2017-11-03,5,12.56,0.79,0,13.35,netbanking,OFF-BI-10001308,228,3
2017-11-03,9,6397.49,339.87,959.62,6737.35,netbanking,FUR-TA-10003954,228,3
2017-09-11,8,478.08,23.9,95.62,501.98,Cash,OFF-ST-10003282,408,2
2017-12-27,2,273.98,11.99,82.19,285.97,Debitcard,TEC-PH-10000576,113,1
2017-12-27,4,33.12,2.07,0,35.19,Debitcard,OFF-AR-10004441,113,1
2017-07-21,2,5.82,0.36,0,6.19,EMI,OFF-AR-10003759,92,1
2016-08-15,7,3499.86,185.93,524.98,3685.79,netbanking,TEC-AC-10004145,633,2
2017-07-14,5,842.32,36.85,252.7,879.17,EMI,FUR-FU-10000293,599,3
2014-11-27,3,38.95,2.19,3.9,41.14,COD,OFF-EN-10004955,20,2
2014-11-27,5,255.92,12.8,51.18,268.72,COD,OFF-BI-10001071,20,2
2014-11-27,2,22.72,1.28,2.27,24,COD,OFF-EN-10001990,20,2
2014-11-27,3,2025.36,107.6,303.8,2132.96,COD,OFF-AP-10002734,20,2
2014-01-31,3,75.38,4.24,7.54,79.62,COD,FUR-FU-10004587,175,2
2014-01-31,8,783.87,39.19,156.77,823.07,COD,OFF-ST-10004337,175,2
2014-01-31,3,31.1,1.75,3.11,32.85,COD,OFF-PA-10003072,175,2
2014-01-31,2,13.34,0.83,0,14.18,COD,OFF-PA-10000380,175,2
2014-01-31,13,372.84,20.97,37.28,393.81,COD,TEC-PH-10004833,175,2
2014-01-31,3,9.94,0.62,0,10.56,COD,FUR-FU-10001847,175,2
2014-01-31,2,300.77,13.16,90.23,313.93,COD,TEC-PH-10002103,175,2
2015-11-10,2,13.22,0.83,0,14.04,COD,OFF-EN-10001137,295,3
2017-07-06,7,596.57,29.83,119.31,626.4,COD,OFF-ST-10001476,268,2
2017-07-06,1,22.23,1.25,2.22,23.48,COD,FUR-FU-10002045,268,2
